sample	ref_genome	chr	start	end	copy_number	status	MWU_test_p_value	KS_test_p_value
AND1702-8.d	SK1.genome.fa	SK1_chrXIV	7251	16250	0	loss	4.97941260568426e-25	0
AND1702-8.d	SK1.genome.fa	SK1_chrXIV	18001	19250	2	gain	0.0287192518182855	0.217505359432049
AND1702-8.d	SK1.genome.fa	SK1_chrXIV	121501	122250	0	loss	0.00311297451046875	0.00607511923270942
AND1702-8.d	SK1.genome.fa	SK1_chrXIV	758501	759500	0	loss	0.00367235082455906	0.00772425060698811
AND1702-8.d	SK1.genome.fa	SK1_chrXVI	59751	63750	0	loss	6.29713191357752e-12	7.69384556065233e-14
AND1702-8.d	SK1.genome.fa	SK1_chrXVI	197501	197750	3	gain	0.0841679734623457	0.27161516562372
AND1702-9.a	S288C.genome.fa	S288C_chrI	1	2500	2	gain	0.000110102426230171	9.29636801366707e-05
AND1702-9.a	S288C.genome.fa	S288C_chrII	470001	474750	0	loss	4.54637866013789e-14	1.11022302462516e-16
AND1702-9.a	S288C.genome.fa	S288C_chrIII	96251	97750	0	loss	2.21859983612788e-05	1.23547835233495e-05
AND1702-9.a	S288C.genome.fa	S288C_chrIV	127501	129000	0	loss	2.23134357189442e-05	1.25424220387416e-05
AND1702-9.a	S288C.genome.fa	S288C_chrIV	383251	384500	0	loss	0.000116195282965537	0.000103725422030521
AND1702-9.a	S288C.genome.fa	S288C_chrIV	461501	462250	0	loss	0.00272757626031981	0.00504159848751196
AND1702-9.a	S288C.genome.fa	S288C_chrIV	1163751	1167250	0	loss	9.24304653943557e-11	1.40565337147791e-12
AND1702-9.a	S288C.genome.fa	S288C_chrIV	1513001	1513750	2	gain	0.0028081599498322	0.00511668068304916
AND1702-9.a	S288C.genome.fa	S288C_chrV	6501	10500	0	loss	9.82076180946871e-12	1.63868918434673e-12
AND1702-9.a	S288C.genome.fa	S288C_chrV	19001	19500	0	loss	0.014517990714534	0.037247195715148
AND1702-9.a	S288C.genome.fa	S288C_chrV	117251	118250	2	gain	0.000545343540446681	0.000683808703539901
AND1702-9.a	S288C.genome.fa	S288C_chrVI	32501	33000	6	gain	0.0143277289225423	0.0366639503498067
AND1702-9.a	S288C.genome.fa	S288C_chrVII	1064501	1069000	2	gain	2.22749888676969e-13	5.55111512312578e-16
AND1702-9.a	S288C.genome.fa	S288C_chrVII	1083001	1084250	2	gain	0.000158039481329833	0.000234803396368721
AND1702-9.a	S288C.genome.fa	S288C_chrVIII	12751	13250	0	loss	0.0147553011338036	0.0379333676790776
AND1702-9.a	S288C.genome.fa	S288C_chrVIII	94501	95500	0	loss	0.000538344387567403	0.000679651224734346
AND1702-9.a	S288C.genome.fa	S288C_chrVIII	193751	195250	0	loss	0.000539706319600183	0.000684790392253776
AND1702-9.a	S288C.genome.fa	S288C_chrVIII	432001	432250	2	gain	0.0836111284844592	0.270626895062138
AND1702-9.a	S288C.genome.fa	S288C_chrVIII	558501	561750	2	gain	4.47274440736511e-10	1.07625020007163e-11
AND1702-9.a	S288C.genome.fa	S288C_chrVIII	569251	571750	3	gain	4.45629051085479e-08	4.23099255630888e-09
AND1702-9.a	S288C.genome.fa	S288C_chrVIII	571751	572750	2	gain	0.000685978046739339	0.00117425099746515
AND1702-9.a	S288C.genome.fa	S288C_chrVIII	572751	574750	4	gain	4.66404587347856e-06	1.72096266237709e-06
AND1702-9.a	S288C.genome.fa	S288C_chrIX	434251	438500	0	loss	4.85491010957108e-10	8.55870929683533e-11
AND1702-9.a	S288C.genome.fa	S288C_chrX	23251	24250	0	loss	0.000536985658193832	0.000684054001973466
AND1702-9.a	S288C.genome.fa	S288C_chrX	24251	26000	2	gain	6.10962553554966e-06	5.14024925235557e-06
AND1702-9.a	S288C.genome.fa	S288C_chrX	27251	28750	2	gain	2.2843088469016e-05	1.26985935985369e-05
AND1702-9.a	S288C.genome.fa	S288C_chrX	360251	360750	0	loss	0.0146345508331449	0.0375351297954185
AND1702-9.a	S288C.genome.fa	S288C_chrX	430751	431000	2	gain	0.0837222933753832	0.270819577391268
AND1702-9.a	S288C.genome.fa	S288C_chrX	645251	646250	0	loss	0.000723215586299273	0.00101209795715107
AND1702-9.a	S288C.genome.fa	S288C_chrXI	665251	666750	0	loss	0.000534316374135711	0.000673338533992873
AND1702-9.a	S288C.genome.fa	S288C_chrXII	483751	484750	46	gain	0.000532582203132562	0.000671889585888819
AND1702-9.a	S288C.genome.fa	S288C_chrXII	726251	729000	0	loss	9.43995495744213e-09	6.12396799937187e-10
AND1702-9.a	S288C.genome.fa	S288C_chrXIII	183501	184000	0	loss	0.0146512694463772	0.0376494997743761
AND1702-9.a	S288C.genome.fa	S288C_chrXIII	929501	930250	0	loss	0.0027448949907392	0.00507560070103175
AND1702-9.a	S288C.genome.fa	S288C_chrXIV	1	250	0	loss	0.0833752999570309	0.270217777208894
AND1702-9.a	S288C.genome.fa	S288C_chrXIV	124751	125250	0	loss	0.0150176637225097	0.0383216075052223
AND1702-9.a	S288C.genome.fa	S288C_chrXV	1	14750	0	loss	9.38819511378673e-34	0
AND1702-9.a	S288C.genome.fa	S288C_chrXV	30501	32250	0	loss	4.89437548208169e-06	2.16737131608635e-06
AND1702-9.a	S288C.genome.fa	S288C_chrXV	326501	326750	2	gain	0.083750103289211	0.270867763603498
AND1702-9.a	S288C.genome.fa	S288C_chrXV	1069501	1074250	0	loss	9.57562136961698e-05	9.97200812524746e-06
AND1702-9.a	S288C.genome.fa	S288C_chrXVI	17001	26000	2	gain	5.43346224804216e-16	6.66133814775094e-16
AND1702-9.a	S288C.genome.fa	S288C_chrXVI	773751	774000	2	gain	0.0836805925250557	0.270747309795646
AND1702-9.a	SK1.genome.fa	SK1_chrI	3751	13250	0	loss	1.62282327516374e-08	3.57461227284972e-09
AND1702-9.a	SK1.genome.fa	SK1_chrI	16501	28250	3	gain	3.96875860655e-31	0
AND1702-9.a	SK1.genome.fa	SK1_chrI	201501	205250	0	loss	2.03776021799778e-11	1.99729122130066e-13
AND1702-9.a	SK1.genome.fa	SK1_chrII	477501	482250	0	loss	4.54424415066731e-14	1.11022302462516e-16
AND1702-9.a	SK1.genome.fa	SK1_chrIII	1	250	0	loss	0.0834717076119999	0.270385121018227
AND1702-9.a	SK1.genome.fa	SK1_chrIII	84001	86500	0	loss	6.4631184651094e-06	7.10543543647191e-06
AND1702-9.a	SK1.genome.fa	SK1_chrIII	142501	145500	0	loss	9.40805350637676e-09	5.92687898759436e-10
AND1702-9.a	SK1.genome.fa	SK1_chrIII	330001	333500	2	gain	0.00506192889892753	0.00178349770976727
AND1702-9.a	SK1.genome.fa	SK1_chrIV	16251	27500	2	gain	7.82637205205765e-28	0
AND1702-9.a	SK1.genome.fa	SK1_chrIV	28001	29000	2	gain	0.000561039173825403	0.000721637271220432
AND1702-9.a	SK1.genome.fa	SK1_chrIV	30501	32250	0	loss	0.00228504987809621	0.0231888173203268
AND1702-9.a	SK1.genome.fa	SK1_chrIV	533001	536250	4	gain	4.35379559017405e-10	1.05380149051371e-11
AND1702-9.a	SK1.genome.fa	SK1_chrIV	792751	793750	0	loss	0.000537898936625665	0.000681815789214668
AND1702-9.a	SK1.genome.fa	SK1_chrV	135751	137000	2	gain	0.000111336806553402	9.37077631376626e-05
AND1702-9.a	SK1.genome.fa	SK1_chrV	162001	162250	2	gain	0.0839290154421064	0.271177640669764
AND1702-9.a	SK1.genome.fa	SK1_chrV	453751	455500	0	loss	0.00136757795919025	0.00572181787168768
AND1702-9.a	SK1.genome.fa	SK1_chrV	580251	582750	0	loss	2.25244523531249e-05	1.26701179292699e-05
AND1702-9.a	SK1.genome.fa	SK1_chrVII	1053251	1059250	0	loss	9.36719298399075e-11	1.42330591756945e-12
AND1702-9.a	SK1.genome.fa	SK1_chrVIII	1	250	0	loss	0.0835962273296596	0.27060109496847
AND1702-9.a	SK1.genome.fa	SK1_chrVIII	115751	116250	0	loss	0.0145349950208739	0.0369800163166271
AND1702-9.a	SK1.genome.fa	SK1_chrIX	285251	286750	0	loss	2.22624804377632e-05	1.24010939499541e-05
AND1702-9.a	SK1.genome.fa	SK1_chrXI	443501	443750	2	gain	0.0839845842566616	0.271273818627653
AND1702-9.a	SK1.genome.fa	SK1_chrXII	691501	694500	0	loss	2.05399203913396e-09	8.43227709879102e-11
AND1702-9.a	SK1.genome.fa	SK1_chrXIV	18501	19250	2	gain	0.0144787891315513	0.0369007520379765
AND1702-9.a	SK1.genome.fa	SK1_chrXIV	121501	122000	0	loss	0.0146869330686554	0.0377337548289152
AND1702-9.a	SK1.genome.fa	SK1_chrXIV	122001	122250	10	gain	0.0833335285977676	0.270145297512002
AND1702-9.a	SK1.genome.fa	SK1_chrXIV	573251	577750	3	gain	2.11168131365034e-13	4.44089209850063e-16
AND1702-9.a	SK1.genome.fa	SK1_chrXIV	758751	759500	0	loss	0.0143647668018441	0.0367623971062599
AND1702-9.a	SK1.genome.fa	SK1_chrXVI	60001	63750	0	loss	2.01361369800498e-11	1.92623694772465e-13
AND1702-9.b	S288C.genome.fa	S288C_chrI	13501	24250	0	loss	9.99721604147964e-11	1.54642965100038e-12
AND1702-9.b	S288C.genome.fa	S288C_chrI	199001	207250	0	loss	6.30132739431048e-13	3.33066907387547e-16
AND1702-9.b	S288C.genome.fa	S288C_chrII	469751	474750	0	loss	1.19717888248691e-14	0
AND1702-9.b	S288C.genome.fa	S288C_chrIII	96251	97750	0	loss	2.28982764280238e-05	1.28568230275405e-05
AND1702-9.b	S288C.genome.fa	S288C_chrIII	331501	340750	2	gain	2.79963350658599e-15	0
AND1702-9.b	S288C.genome.fa	S288C_chrIV	95751	96000	2	gain	0.0845602884276004	0.272268637597598
AND1702-9.b	S288C.genome.fa	S288C_chrIV	461251	462750	0	loss	3.96650966389982e-05	3.69237569677328e-05
AND1702-9.b	S288C.genome.fa	S288C_chrIV	1387251	1387500	3	gain	0.0838616191785759	0.271060916018908
AND1702-9.b	S288C.genome.fa	S288C_chrV	572751	583000	0	loss	2.19857475734906e-09	9.17259601607157e-11
AND1702-9.b	S288C.genome.fa	S288C_chrVII	89251	90000	0	loss	0.00298840329975931	0.00583564822951699
AND1702-9.b	S288C.genome.fa	S288C_chrVII	90001	90250	3	gain	0.0843362037047148	0.271905910342015
AND1702-9.b	S288C.genome.fa	S288C_chrVII	145001	146000	0	loss	0.000621426339117515	0.000822877563567914
AND1702-9.b	S288C.genome.fa	S288C_chrVII	248501	248750	5	gain	0.0836668315158029	0.270723454893882
AND1702-9.b	S288C.genome.fa	S288C_chrVII	1069001	1084250	0	loss	1.22781752988822e-23	0
AND1702-9.b	S288C.genome.fa	S288C_chrVIII	558501	561750	2	gain	5.14241556427034e-10	1.21205268044378e-11
AND1702-9.b	S288C.genome.fa	S288C_chrVIII	568501	570500	0	loss	5.59718302288923e-05	0.000203366246122383
AND1702-9.b	S288C.genome.fa	S288C_chrVIII	570501	575500	2	gain	1.56401066451729e-08	4.35607105941926e-12
AND1702-9.b	S288C.genome.fa	S288C_chrIX	20501	26250	0	loss	4.80475162527142e-08	4.94454521771104e-09
AND1702-9.b	S288C.genome.fa	S288C_chrIX	434251	439750	0	loss	1.81754742631133e-12	1.9506618542664e-13
AND1702-9.b	S288C.genome.fa	S288C_chrX	23251	24250	0	loss	0.000549970256684224	0.000696682983478025
AND1702-9.b	S288C.genome.fa	S288C_chrXI	15751	16250	0	loss	0.0144882123910203	0.0371740330884045
AND1702-9.b	S288C.genome.fa	S288C_chrXI	665251	666750	0	loss	0.000554748844065218	0.000691458433889847
AND1702-9.b	S288C.genome.fa	S288C_chrXII	483751	484750	32	gain	0.000533661179810159	0.00067527649111121
AND1702-9.b	S288C.genome.fa	S288C_chrXIII	165251	165500	3	gain	0.0843082269338169	0.271833407148657
AND1702-9.b	S288C.genome.fa	S288C_chrXIII	677251	677500	2	gain	0.0845322515207387	0.272220253615782
AND1702-9.b	S288C.genome.fa	S288C_chrXV	1	14750	0	loss	1.29438197007176e-33	0
AND1702-9.b	S288C.genome.fa	S288C_chrXV	29251	39000	2	gain	5.22524246561548e-20	0
AND1702-9.b	S288C.genome.fa	S288C_chrXV	721501	722750	0	loss	0.00011573674764697	0.000104286644302065
AND1702-9.b	SK1.genome.fa	SK1_chrI	3751	4250	0	loss	0.0150202711038526	0.0384320345707795
AND1702-9.b	SK1.genome.fa	SK1_chrI	190251	192250	2	gain	1.13108487738468e-06	2.83823038960129e-07
AND1702-9.b	SK1.genome.fa	SK1_chrII	477501	482250	0	loss	4.73439714667516e-14	1.11022302462516e-16
AND1702-9.b	SK1.genome.fa	SK1_chrIII	11001	11750	0	loss	0.00273523245169185	0.00501862394618924
AND1702-9.b	SK1.genome.fa	SK1_chrIII	84251	86750	0	loss	4.72276601389813e-06	1.73182796658899e-06
AND1702-9.b	SK1.genome.fa	SK1_chrIII	142501	152000	0	loss	2.137895887176e-09	9.18265463667467e-11
AND1702-9.b	SK1.genome.fa	SK1_chrIII	298751	299250	0	loss	0.0177569393213139	0.0470250363863391
AND1702-9.b	SK1.genome.fa	SK1_chrIII	320251	321750	0	loss	2.35824711574003e-05	1.37866109289897e-05
AND1702-9.b	SK1.genome.fa	SK1_chrIV	16251	27500	2	gain	1.23317414422159e-27	0
AND1702-9.b	SK1.genome.fa	SK1_chrIV	532751	536250	4	gain	9.82625979869078e-11	1.61581859003945e-12
AND1702-9.b	SK1.genome.fa	SK1_chrIV	792751	793750	0	loss	0.000543895286204868	0.000685288243032378
AND1702-9.b	SK1.genome.fa	SK1_chrIV	963501	964000	2	gain	0.0147241018855665	0.0373076067850348
AND1702-9.b	SK1.genome.fa	SK1_chrIV	1128001	1129250	2	gain	0.000122803605879995	0.000102443677795994
AND1702-9.b	SK1.genome.fa	SK1_chrIV	1486251	1486750	0	loss	0.0145037061818568	0.0369281977939188
AND1702-9.b	SK1.genome.fa	SK1_chrV	17751	23250	0	loss	2.43883744677175e-09	4.9503956489616e-11
AND1702-9.b	SK1.genome.fa	SK1_chrVI	8251	14250	2	gain	1.99275994690362e-11	2.52020626589911e-14
AND1702-9.b	SK1.genome.fa	SK1_chrVI	31501	51000	0	loss	8.88294556988875e-47	0
AND1702-9.b	SK1.genome.fa	SK1_chrVII	1	4000	0	loss	0.000110496741218127	9.3173372351707e-05
AND1702-9.b	SK1.genome.fa	SK1_chrVII	604501	605000	0	loss	0.0152487181657844	0.0393331677169972
AND1702-9.b	SK1.genome.fa	SK1_chrVII	769751	770000	2	gain	0.0846867094375074	0.272486718857691
AND1702-9.b	SK1.genome.fa	SK1_chrVIII	1	9750	0	loss	5.33989615334857e-07	2.73441070453018e-07
AND1702-9.b	SK1.genome.fa	SK1_chrVIII	207001	209000	8	gain	9.81103887065708e-07	2.29972508369869e-07
AND1702-9.b	SK1.genome.fa	SK1_chrX	726751	746250	0	loss	2.08716447457101e-09	8.15014722377327e-11
AND1702-9.b	SK1.genome.fa	SK1_chrXI	1	9000	0	loss	5.30494264773112e-18	0
AND1702-9.b	SK1.genome.fa	SK1_chrXI	22001	22750	0	loss	0.0031604956319765	0.00652825459919681
AND1702-9.b	SK1.genome.fa	SK1_chrXII	7001	8250	0	loss	0.00278600899342964	0.00509479600246177
AND1702-9.b	SK1.genome.fa	SK1_chrXIII	1	2750	2	gain	0.0753114420573914	0.023098105850053
AND1702-9.b	SK1.genome.fa	SK1_chrXIII	527251	527500	2	gain	0.0846446013130859	0.272414094762162
AND1702-9.b	SK1.genome.fa	SK1_chrXIII	890751	914500	0	loss	1.9921190104659e-47	0
AND1702-9.b	SK1.genome.fa	SK1_chrXIV	1	16250	0	loss	8.97348524299087e-25	0
AND1702-9.b	SK1.genome.fa	SK1_chrXIV	18001	19250	2	gain	0.00405273032985583	0.0298498290755378
AND1702-9.b	SK1.genome.fa	SK1_chrXIV	121501	122250	0	loss	0.00304059919369165	0.00608555072611261
AND1702-9.b	SK1.genome.fa	SK1_chrXV	692001	693250	0	loss	0.000112658686415856	0.000101125770109123
AND1702-9.b	SK1.genome.fa	SK1_chrXVI	520001	520750	0	loss	0.00296407218587927	0.00573421328545942
AND1702-9.b	SK1.genome.fa	SK1_chrXVI	774001	774500	0	loss	0.014515873636017	0.0371208066069956
AND1702-9.b	SK1.genome.fa	SK1_chrXVI	844751	846000	0	loss	0.00296775876091649	0.00549912978484968
AND1702-9.c	S288C.genome.fa	S288C_chrI	13501	24250	0	loss	9.51776376561699e-11	1.46893608388154e-12
AND1702-9.c	S288C.genome.fa	S288C_chrI	199251	203000	0	loss	2.08538679836156e-11	2.02504679691629e-13
AND1702-9.c	S288C.genome.fa	S288C_chrI	203001	207250	0	loss	0.167504401771741	0.054771573190578
AND1702-9.c	S288C.genome.fa	S288C_chrII	802251	803000	0	loss	0.00271797204259996	0.00499707530666449
AND1702-9.c	S288C.genome.fa	S288C_chrIII	96251	98500	2	gain	2.50005586147199e-07	3.83118757829592e-08
AND1702-9.c	S288C.genome.fa	S288C_chrIII	331501	340750	3	gain	4.46841169546817e-16	0
AND1702-9.c	S288C.genome.fa	S288C_chrIV	17251	18000	0	loss	0.0144772872862764	0.0369018522823003
AND1702-9.c	S288C.genome.fa	S288C_chrIV	127501	129000	0	loss	2.25677035565628e-05	1.26308156757071e-05
AND1702-9.c	S288C.genome.fa	S288C_chrIV	1163751	1167250	0	loss	9.48243639099532e-11	1.4450662888521e-12
AND1702-9.c	S288C.genome.fa	S288C_chrV	6501	10500	0	loss	6.87477648143168e-12	9.44910816258471e-13
AND1702-9.c	S288C.genome.fa	S288C_chrV	19001	19750	0	loss	0.00282981513581069	0.00528440491099036
AND1702-9.c	S288C.genome.fa	S288C_chrV	116001	117250	0	loss	0.000109119671654342	9.25495660746289e-05
AND1702-9.c	S288C.genome.fa	S288C_chrVI	1	7500	0	loss	2.28438642521541e-05	1.26172180276996e-05
AND1702-9.c	S288C.genome.fa	S288C_chrVII	1069001	1076250	0	loss	1.21655976146964e-20	0
AND1702-9.c	S288C.genome.fa	S288C_chrVIII	106001	106250	3	gain	0.0839456743784133	0.271206424681029
AND1702-9.c	S288C.genome.fa	S288C_chrVIII	193751	195250	0	loss	0.00054567233299698	0.000687020460180876
AND1702-9.c	S288C.genome.fa	S288C_chrVIII	558501	561750	4	gain	4.5532541480771e-10	1.11464171226316e-11
AND1702-9.c	S288C.genome.fa	S288C_chrVIII	568501	570500	0	loss	0.011628374183203	0.000327540487986333
AND1702-9.c	S288C.genome.fa	S288C_chrVIII	570501	572750	3	gain	2.17555178900745e-07	3.31963204702745e-08
AND1702-9.c	S288C.genome.fa	S288C_chrVIII	572751	574750	6	gain	4.68581006594325e-06	1.72318595581533e-06
AND1702-9.c	S288C.genome.fa	S288C_chrVIII	574751	575500	0	loss	0.0144706612197109	0.0369084789699726
AND1702-9.c	S288C.genome.fa	S288C_chrIX	20501	26250	0	loss	6.76524783163473e-07	3.21820120441352e-07
AND1702-9.c	S288C.genome.fa	S288C_chrX	24501	26000	2	gain	2.32904473916611e-05	1.28157638968895e-05
AND1702-9.c	S288C.genome.fa	S288C_chrX	27251	28750	2	gain	2.34720593441176e-05	1.29893237654777e-05
AND1702-9.c	S288C.genome.fa	S288C_chrX	732751	734250	0	loss	3.32016754109148e-05	5.19942707887244e-05
AND1702-9.c	S288C.genome.fa	S288C_chrXI	15751	16250	0	loss	0.0143715906505217	0.0368224131695964
AND1702-9.c	S288C.genome.fa	S288C_chrXII	483751	484750	29	gain	0.000533353704552121	0.000674309552227803
AND1702-9.c	S288C.genome.fa	S288C_chrXII	676501	676750	4	gain	0.083597580190779	0.27060338884769
AND1702-9.c	S288C.genome.fa	S288C_chrXII	1064001	1065000	0	loss	0.0222328858977619	0.0298624764269093
AND1702-9.c	S288C.genome.fa	S288C_chrXV	29251	31750	5	gain	4.46696481114602e-08	4.3505002933486e-09
AND1702-9.c	S288C.genome.fa	S288C_chrXV	31751	39000	2	gain	7.55492438980928e-20	0
AND1702-9.c	S288C.genome.fa	S288C_chrXV	197001	197250	2	gain	0.0841411190808854	0.271544552390494
AND1702-9.c	S288C.genome.fa	S288C_chrXV	721751	722750	0	loss	0.000536757917616856	0.000678196926156782
AND1702-9.c	S288C.genome.fa	S288C_chrXV	1069501	1074250	0	loss	0.000219904265134219	1.01683753791493e-05
AND1702-9.c	S288C.genome.fa	S288C_chrXVI	925251	927000	2	gain	4.93918579096415e-06	1.77034679393895e-06
AND1702-9.c	S288C.genome.fa	S288C_chrXVI	927001	942750	0	loss	9.3510485645109e-37	0
AND1702-9.c	SK1.genome.fa	SK1_chrII	703251	703500	41	gain	0.0832782886778134	0.27004939258481
AND1702-9.c	SK1.genome.fa	SK1_chrIII	11001	11750	0	loss	0.00272325321051796	0.0050089129099089
AND1702-9.c	SK1.genome.fa	SK1_chrIII	320251	333500	0	loss	2.2338929634705e-16	0
AND1702-9.c	SK1.genome.fa	SK1_chrIV	1486251	1486750	0	loss	0.0144851058603768	0.036913502196947
AND1702-9.c	SK1.genome.fa	SK1_chrV	134501	135750	0	loss	0.000109451755005095	9.27049906962463e-05
AND1702-9.c	SK1.genome.fa	SK1_chrV	580251	582750	0	loss	2.38508706213371e-05	1.39486800272426e-05
AND1702-9.c	SK1.genome.fa	SK1_chrVII	164251	164500	4	gain	0.0837201736125393	0.270815956614102
AND1702-9.c	SK1.genome.fa	SK1_chrVIII	90501	91500	0	loss	0.000549840377095885	0.000695064169092707
AND1702-9.c	SK1.genome.fa	SK1_chrIX	4751	5000	2	gain	0.0851413658789062	0.273269965900958
AND1702-9.c	SK1.genome.fa	SK1_chrIX	324251	324500	5	gain	0.0835957020085711	0.270600200229005
AND1702-9.c	SK1.genome.fa	SK1_chrX	68251	69000	0	loss	0.0144488830791162	0.0369332788804893
AND1702-9.c	SK1.genome.fa	SK1_chrX	733001	743500	3	gain	2.66378117891889e-07	8.90489398885919e-08
AND1702-9.c	SK1.genome.fa	SK1_chrXI	1	9000	0	loss	5.30029495364687e-18	0
AND1702-9.c	SK1.genome.fa	SK1_chrXI	22001	22750	0	loss	0.00315661838913613	0.00652096289895909
AND1702-9.c	SK1.genome.fa	SK1_chrXIII	1	3000	0	loss	0.000180800305401683	0.000403568930276599
AND1702-9.c	SK1.genome.fa	SK1_chrXIII	890751	914500	0	loss	1.00095172647594e-46	0
AND1702-9.c	SK1.genome.fa	SK1_chrXIV	121501	122250	0	loss	0.00275798136965955	0.0051009077795795
AND1702-9.c	SK1.genome.fa	SK1_chrXIV	573251	577750	0	loss	2.12276059376538e-13	4.44089209850063e-16
AND1702-9.c	SK1.genome.fa	SK1_chrXIV	640001	640750	0	loss	0.0156319957448207	0.0403260226002181
AND1702-9.c	SK1.genome.fa	SK1_chrXV	10751	14000	0	loss	4.40800133806155e-10	1.07475139898838e-11
AND1702-9.c	SK1.genome.fa	SK1_chrXV	177251	177500	8	gain	0.0834989944054987	0.270432476419801
AND1702-9.c	SK1.genome.fa	SK1_chrXV	692001	693250	0	loss	0.000112647971022958	0.000101475695483688
AND1702-9.d	S288C.genome.fa	S288C_chrI	1	1000	4	gain	0.000550884953299338	0.00071098002529868
AND1702-9.d	S288C.genome.fa	S288C_chrI	110251	117750	2	gain	1.31103819213116e-20	0
AND1702-9.d	S288C.genome.fa	S288C_chrI	127251	135500	2	gain	1.9045862465558e-15	3.33066907387547e-16
AND1702-9.d	S288C.genome.fa	S288C_chrI	186001	187750	2	gain	1.47486755370913e-05	5.12212156156266e-06
AND1702-9.d	S288C.genome.fa	S288C_chrI	188251	195250	3	gain	3.64354584249103e-15	0
AND1702-9.d	S288C.genome.fa	S288C_chrII	157501	166500	2	gain	2.21961247581693e-20	0
AND1702-9.d	S288C.genome.fa	S288C_chrII	192001	195750	2	gain	2.04066629542504e-09	1.50552903477319e-11
AND1702-9.d	S288C.genome.fa	S288C_chrII	195751	211500	2	gain	4.29197951297255e-26	0
AND1702-9.d	S288C.genome.fa	S288C_chrII	451251	459500	2	gain	5.82403634074758e-17	0
AND1702-9.d	S288C.genome.fa	S288C_chrII	490001	494000	2	gain	4.6496099482064e-11	1.14758869074194e-10
AND1702-9.d	S288C.genome.fa	S288C_chrII	802251	808750	2	gain	2.99517862754306e-09	3.72536135273549e-09
AND1702-9.d	S288C.genome.fa	S288C_chrIII	1	2250	2	gain	0.00043875109394411	0.000104420879973977
AND1702-9.d	S288C.genome.fa	S288C_chrIII	43251	89250	2	gain	3.91618944478442e-57	0
AND1702-9.d	S288C.genome.fa	S288C_chrIII	96251	99250	5	gain	2.15455466301285e-09	8.83305650845045e-11
AND1702-9.d	S288C.genome.fa	S288C_chrIII	275001	289250	2	gain	3.52403156826436e-25	0
AND1702-9.d	S288C.genome.fa	S288C_chrIV	45501	50000	3	gain	2.59292882616682e-13	7.7715611723761e-16
AND1702-9.d	S288C.genome.fa	S288C_chrIV	59001	66500	2	gain	4.04338559295217e-20	0
AND1702-9.d	S288C.genome.fa	S288C_chrIV	363501	369750	2	gain	1.6221379265596e-12	2.41585640381459e-11
AND1702-9.d	S288C.genome.fa	S288C_chrIV	409251	413000	2	gain	5.48169200754892e-09	3.0680236129399e-11
AND1702-9.d	S288C.genome.fa	S288C_chrIV	425251	429500	3	gain	2.21694896081429e-12	3.22852855560996e-13
AND1702-9.d	S288C.genome.fa	S288C_chrIV	429501	432750	2	gain	5.16156180595192e-08	5.2662828686767e-07
AND1702-9.d	S288C.genome.fa	S288C_chrIV	459001	464750	2	gain	1.86215604035719e-16	0
AND1702-9.d	S288C.genome.fa	S288C_chrIV	641501	646250	2	gain	2.62112613897245e-12	6.11177775056149e-13
AND1702-9.d	S288C.genome.fa	S288C_chrIV	841001	847500	2	gain	8.18315164971685e-15	3.5527136788005e-15
AND1702-9.d	S288C.genome.fa	S288C_chrIV	869751	872500	2	gain	1.15959499779157e-07	6.74855471505253e-09
AND1702-9.d	S288C.genome.fa	S288C_chrIV	872501	876750	3	gain	1.4570576924852e-12	3.23074900165921e-14
AND1702-9.d	S288C.genome.fa	S288C_chrIV	899001	903750	3	gain	8.90624016372045e-13	5.6621374255883e-15
AND1702-9.d	S288C.genome.fa	S288C_chrIV	932751	938750	2	gain	2.58537771884139e-16	0
AND1702-9.d	S288C.genome.fa	S288C_chrIV	960251	966250	2	gain	4.94507580068531e-12	6.33726404686286e-12
AND1702-9.d	S288C.genome.fa	S288C_chrIV	1256501	1261750	2	gain	6.11988445941111e-12	9.31810184567894e-13
AND1702-9.d	S288C.genome.fa	S288C_chrIV	1284251	1289000	2	gain	3.49682473250197e-13	2.62012633811537e-14
AND1702-9.d	S288C.genome.fa	S288C_chrIV	1433251	1441250	2	gain	1.13170209226865e-18	0
AND1702-9.d	S288C.genome.fa	S288C_chrIV	1495251	1500750	2	gain	8.50831650530762e-16	0
AND1702-9.d	S288C.genome.fa	S288C_chrV	65501	72500	2	gain	1.24562131689878e-17	0
AND1702-9.d	S288C.genome.fa	S288C_chrV	79251	87500	2	gain	4.84037205989617e-16	2.16493489801906e-14
AND1702-9.d	S288C.genome.fa	S288C_chrV	116001	117250	0	loss	0.000108717935943728	9.24734489557988e-05
AND1702-9.d	S288C.genome.fa	S288C_chrV	121501	124750	2	gain	7.50574000226621e-10	8.68337624027049e-11
AND1702-9.d	S288C.genome.fa	S288C_chrV	124751	127500	2	gain	4.52144522731871e-08	1.86356672315924e-08
AND1702-9.d	S288C.genome.fa	S288C_chrV	189751	196500	2	gain	7.25585285288879e-18	0
AND1702-9.d	S288C.genome.fa	S288C_chrV	332751	338750	2	gain	1.04063308387375e-15	1.11022302462516e-16
AND1702-9.d	S288C.genome.fa	S288C_chrV	464001	472750	2	gain	1.34810721674194e-20	0
AND1702-9.d	S288C.genome.fa	S288C_chrV	476251	484500	2	gain	2.76179438454775e-22	0
