sample	ref_genome	chr	start	end	copy_number	status	MWU_test_p_value	KS_test_p_value
AND1702-9.d	ref.genome.fa	ref_chrI	1	1000	5	gain	0.00053694192008825	0.000679892450550224
AND1702-9.d	ref.genome.fa	ref_chrI	109751	117000	2	gain	5.28461840259527e-20	0
AND1702-9.d	ref.genome.fa	ref_chrI	185501	187250	2	gain	1.62485261050534e-05	1.20406909076554e-05
AND1702-9.d	ref.genome.fa	ref_chrI	187751	192250	2	gain	1.88641335449961e-08	4.93018659231126e-09
AND1702-9.d	ref.genome.fa	ref_chrI	192251	194750	3	gain	5.08432881327603e-08	8.54897508340002e-09
AND1702-9.d	ref.genome.fa	ref_chrI	229251	230000	3	gain	0.00272068135086117	0.00498650799061773
AND1702-9.d	ref.genome.fa	ref_chrII	157251	166500	2	gain	9.99725851929498e-24	0
AND1702-9.d	ref.genome.fa	ref_chrII	191501	195250	2	gain	3.29762925208903e-11	9.92872450922277e-13
AND1702-9.d	ref.genome.fa	ref_chrII	195251	206500	2	gain	1.10440931990999e-23	0
AND1702-9.d	ref.genome.fa	ref_chrII	276751	282500	2	gain	5.68060138436721e-12	7.88311638189043e-11
AND1702-9.d	ref.genome.fa	ref_chrII	449751	459750	2	gain	5.10713909121987e-19	0
AND1702-9.d	ref.genome.fa	ref_chrII	487751	489250	2	gain	4.12007387722057e-05	4.61876488146995e-05
AND1702-9.d	ref.genome.fa	ref_chrII	489251	493000	3	gain	1.94520038370954e-10	1.1593948023858e-11
AND1702-9.d	ref.genome.fa	ref_chrII	801501	808000	2	gain	1.41562966816227e-09	9.32202093295587e-11
AND1702-9.d	ref.genome.fa	ref_chrIII	1	2500	2	gain	0.00937019524262479	0.00186864667774878
AND1702-9.d	ref.genome.fa	ref_chrIII	43251	84750	2	gain	1.28890132428215e-61	0
AND1702-9.d	ref.genome.fa	ref_chrIII	91001	94000	4	gain	2.05834380078957e-09	8.26004820098092e-11
AND1702-9.d	ref.genome.fa	ref_chrIII	250501	255500	2	gain	8.54944546101683e-14	2.39808173319034e-14
AND1702-9.d	ref.genome.fa	ref_chrIV	33501	46250	2	gain	5.81409557212123e-22	0
AND1702-9.d	ref.genome.fa	ref_chrIV	46251	50000	3	gain	2.15389955832375e-11	2.25264251696444e-13
AND1702-9.d	ref.genome.fa	ref_chrIV	59001	66500	2	gain	4.17945420182055e-20	0
AND1702-9.d	ref.genome.fa	ref_chrIV	409251	413000	2	gain	6.93667393279739e-11	1.8518853117655e-11
AND1702-9.d	ref.genome.fa	ref_chrIV	425251	429500	3	gain	1.20394292870533e-12	8.99280649946377e-15
AND1702-9.d	ref.genome.fa	ref_chrIV	429501	432750	2	gain	3.70585479815585e-08	8.80167635441964e-08
AND1702-9.d	ref.genome.fa	ref_chrIV	459251	464750	2	gain	6.49988334185646e-16	0
AND1702-9.d	ref.genome.fa	ref_chrIV	544501	545000	6	gain	0.0143405296500917	0.0367006177064225
AND1702-9.d	ref.genome.fa	ref_chrIV	633751	638500	2	gain	2.85890686984144e-12	2.48601139674065e-12
AND1702-9.d	ref.genome.fa	ref_chrIV	833751	839750	2	gain	2.35944313076712e-14	1.93178806284777e-14
AND1702-9.d	ref.genome.fa	ref_chrIV	862001	865000	2	gain	2.65741119256788e-08	2.90353929788267e-09
AND1702-9.d	ref.genome.fa	ref_chrIV	865001	869000	2	gain	5.94219533588271e-12	1.52766688188422e-13
AND1702-9.d	ref.genome.fa	ref_chrIV	891251	896000	3	gain	4.01165172010568e-13	5.32907051820075e-15
AND1702-9.d	ref.genome.fa	ref_chrIV	925001	931000	2	gain	2.16098326667153e-16	0
AND1702-9.d	ref.genome.fa	ref_chrIV	1248501	1254000	2	gain	8.07669120564876e-13	2.04836148043341e-13
AND1702-9.d	ref.genome.fa	ref_chrIV	1276251	1281250	2	gain	1.1312242026552e-13	7.66053886991358e-15
AND1702-9.d	ref.genome.fa	ref_chrIV	1487751	1493250	2	gain	7.55430600206575e-16	0
AND1702-9.d	ref.genome.fa	ref_chrV	65251	72250	2	gain	6.72287288820617e-18	0
AND1702-9.d	ref.genome.fa	ref_chrV	79001	87250	2	gain	5.43898085672226e-17	1.55431223447522e-15
AND1702-9.d	ref.genome.fa	ref_chrV	115751	117000	0	loss	0.000108586312549743	9.23849958812673e-05
AND1702-9.d	ref.genome.fa	ref_chrV	121251	124500	2	gain	6.30677619556077e-10	5.11886089071822e-11
AND1702-9.d	ref.genome.fa	ref_chrV	124501	127500	2	gain	1.17215525420735e-08	3.44692563380988e-09
AND1702-9.d	ref.genome.fa	ref_chrV	192251	196500	2	gain	1.54350268403002e-11	4.54825066498188e-12
AND1702-9.d	ref.genome.fa	ref_chrV	333501	338500	2	gain	5.72003403382942e-13	6.82787160144471e-14
AND1702-9.d	ref.genome.fa	ref_chrV	458501	467000	2	gain	2.44750511559333e-21	0
AND1702-9.d	ref.genome.fa	ref_chrV	470501	478750	2	gain	2.34138101528883e-22	0
AND1702-9.d	ref.genome.fa	ref_chrV	566751	570250	0	loss	1.13127459077627e-07	3.59850338416123e-09
AND1702-9.d	ref.genome.fa	ref_chrVI	4751	6250	2	gain	0.0642668547040801	0.0230308297373931
AND1702-9.d	ref.genome.fa	ref_chrVI	92251	103500	2	gain	5.2677174530148e-17	2.22044604925031e-16
AND1702-9.d	ref.genome.fa	ref_chrVI	103501	108250	2	gain	5.85074458283066e-14	1.11022302462516e-16
AND1702-9.d	ref.genome.fa	ref_chrVI	222251	227250	4	gain	1.05140675028294e-14	0
AND1702-9.d	ref.genome.fa	ref_chrVI	227251	231250	2	gain	1.49129534176125e-11	4.34985381048136e-13
AND1702-9.d	ref.genome.fa	ref_chrVI	268501	270000	3	gain	2.2557496817941e-05	1.26573685326203e-05
AND1702-9.d	ref.genome.fa	ref_chrVII	751	1750	3	gain	0.000568938848835527	0.000750391221818525
AND1702-9.d	ref.genome.fa	ref_chrVII	269501	274250	3	gain	4.87138639208565e-13	8.10462807976364e-15
AND1702-9.d	ref.genome.fa	ref_chrVII	623001	627750	3	gain	5.8066376503453e-12	5.6621374255883e-15
AND1702-9.d	ref.genome.fa	ref_chrVII	765001	769000	3	gain	5.38514441420024e-12	6.67244037799719e-14
AND1702-9.d	ref.genome.fa	ref_chrVII	803751	808500	2	gain	1.11829487646934e-13	3.77475828372553e-15
AND1702-9.d	ref.genome.fa	ref_chrVII	902501	907500	2	gain	7.30409185291342e-13	3.62376795237651e-13
AND1702-9.d	ref.genome.fa	ref_chrVII	984751	990250	2	gain	1.54199251398771e-13	2.73780997872564e-13
AND1702-9.d	ref.genome.fa	ref_chrVII	1064251	1068750	2	gain	7.65656092833917e-13	1.17683640610267e-14
AND1702-9.d	ref.genome.fa	ref_chrVIII	51751	58000	2	gain	2.31259043637792e-15	7.7715611723761e-16
AND1702-9.d	ref.genome.fa	ref_chrVIII	120251	125750	2	gain	7.32240001119287e-11	2.23958562806104e-09
AND1702-9.d	ref.genome.fa	ref_chrVIII	133251	134250	2	gain	0.000777567652839869	0.00105574057422098
AND1702-9.d	ref.genome.fa	ref_chrVIII	468751	474000	2	gain	5.19851163838364e-11	2.8092272952307e-10
AND1702-9.d	ref.genome.fa	ref_chrVIII	485501	488500	2	gain	1.06285377339984e-06	1.75248917566595e-06
AND1702-9.d	ref.genome.fa	ref_chrVIII	553501	557000	2	gain	0.000156019203396353	9.47275964234828e-05
AND1702-9.d	ref.genome.fa	ref_chrIX	49751	59250	2	gain	1.45989769325104e-17	5.55111512312578e-16
AND1702-9.d	ref.genome.fa	ref_chrIX	435251	439750	2	gain	1.22758381416067e-09	8.42087288788207e-09
AND1702-9.d	ref.genome.fa	ref_chrX	70251	81000	2	gain	1.37284956531075e-22	0
AND1702-9.d	ref.genome.fa	ref_chrX	121001	122750	2	gain	8.48483284632321e-06	6.33919351622492e-06
AND1702-9.d	ref.genome.fa	ref_chrX	358001	364000	2	gain	3.44652420499649e-15	4.77395900588817e-15
AND1702-9.d	ref.genome.fa	ref_chrX	388251	389250	2	gain	0.00084877088587534	0.000988923174129908
AND1702-9.d	ref.genome.fa	ref_chrX	390751	393750	2	gain	2.17940254980793e-09	8.95342688878031e-11
AND1702-9.d	ref.genome.fa	ref_chrX	638751	646000	2	gain	3.72476370666621e-18	0
AND1702-9.d	ref.genome.fa	ref_chrX	646501	648500	3	gain	1.00811570560039e-06	2.40416829888623e-07
AND1702-9.d	ref.genome.fa	ref_chrX	648501	651250	2	gain	3.82227181695384e-08	5.18034293239822e-09
AND1702-9.d	ref.genome.fa	ref_chrX	713501	714000	3	gain	0.0144822290449252	0.0369940547089262
AND1702-9.d	ref.genome.fa	ref_chrX	726751	728250	0	loss	2.22661826820517e-05	1.23937790018624e-05
AND1702-9.d	ref.genome.fa	ref_chrXI	15751	16500	2	gain	0.00279007417778787	0.0051084343707517
AND1702-9.d	ref.genome.fa	ref_chrXI	66001	72250	3	gain	2.01690003827538e-16	0
AND1702-9.d	ref.genome.fa	ref_chrXI	96251	102500	2	gain	9.80649716749989e-15	2.22044604925031e-16
AND1702-9.d	ref.genome.fa	ref_chrXI	141751	146500	2	gain	5.38727760796619e-08	1.06855232384628e-06
AND1702-9.d	ref.genome.fa	ref_chrXI	167501	173500	2	gain	9.14494529258309e-12	1.32476563052819e-09
AND1702-9.d	ref.genome.fa	ref_chrXI	227751	233750	2	gain	1.10884832407333e-15	5.21804821573824e-15
AND1702-9.d	ref.genome.fa	ref_chrXI	255751	261500	2	gain	1.61431541064958e-15	1.11022302462516e-16
AND1702-9.d	ref.genome.fa	ref_chrXI	275251	282000	2	gain	3.1836756577754e-18	0
AND1702-9.d	ref.genome.fa	ref_chrXI	317501	325000	2	gain	7.18271799658758e-16	2.22044604925031e-16
AND1702-9.d	ref.genome.fa	ref_chrXI	380251	382750	2	gain	1.12390856585005e-07	1.42561566329746e-07
AND1702-9.d	ref.genome.fa	ref_chrXI	515501	523750	2	gain	6.0888881377795e-18	0
AND1702-9.d	ref.genome.fa	ref_chrXI	612501	617250	2	gain	1.46061387224674e-11	6.88851198304974e-11
AND1702-9.d	ref.genome.fa	ref_chrXI	665251	666750	2	gain	0.000995969255744574	0.00287924391791061
AND1702-9.d	ref.genome.fa	ref_chrXII	249001	251750	2	gain	8.65000257966747e-07	3.86344179281739e-06
AND1702-9.d	ref.genome.fa	ref_chrXII	251751	255750	2	gain	8.06860134518586e-12	1.64868119156836e-13
AND1702-9.d	ref.genome.fa	ref_chrXII	371751	373750	2	gain	2.53413960625574e-06	1.81954527012085e-06
AND1702-9.d	ref.genome.fa	ref_chrXII	421251	426500	3	gain	8.48094070038919e-14	2.88657986402541e-15
AND1702-9.d	ref.genome.fa	ref_chrXII	459751	460500	101	gain	0.00270126668954669	0.00495962121070703
AND1702-9.d	ref.genome.fa	ref_chrXII	489501	492500	2	gain	2.11654234483507e-05	3.74200308483896e-06
AND1702-9.d	ref.genome.fa	ref_chrXII	607751	614250	2	gain	1.63654877526135e-16	1.11022302462516e-16
AND1702-9.d	ref.genome.fa	ref_chrXII	701501	708000	2	gain	1.62996121351302e-17	0
AND1702-9.d	ref.genome.fa	ref_chrXII	732251	734750	0	loss	4.39591192348529e-08	4.28572433097685e-09
AND1702-9.d	ref.genome.fa	ref_chrXII	800001	808500	2	gain	1.61134578583448e-13	7.6358919187669e-12
AND1702-9.d	ref.genome.fa	ref_chrXII	919751	925750	2	gain	8.33714634412633e-17	0
AND1702-9.d	ref.genome.fa	ref_chrXII	1010251	1015250	2	gain	3.35009137770382e-14	1.66533453693773e-15
AND1702-9.d	ref.genome.fa	ref_chrXIII	65751	73750	2	gain	8.51745342466482e-18	0
AND1702-9.d	ref.genome.fa	ref_chrXIII	183251	183750	7	gain	0.0143359045459911	0.0367075805674099
AND1702-9.d	ref.genome.fa	ref_chrXIII	244501	254500	2	gain	4.07477054015542e-24	0
AND1702-9.d	ref.genome.fa	ref_chrXIII	300751	310750	2	gain	1.98347618383732e-20	0
AND1702-9.d	ref.genome.fa	ref_chrXIII	405251	412000	2	gain	1.68130778888451e-18	0
AND1702-9.d	ref.genome.fa	ref_chrXIII	537251	543750	2	gain	1.795039476016e-16	0
AND1702-9.d	ref.genome.fa	ref_chrXIII	815501	822250	2	gain	1.88526436089434e-18	0
AND1702-9.d	ref.genome.fa	ref_chrXIII	923001	924250	0	loss	0.000108709137410464	9.17304129303131e-05
AND1702-9.d	ref.genome.fa	ref_chrXIV	54251	64750	2	gain	1.56762963358558e-22	0
AND1702-9.d	ref.genome.fa	ref_chrXIV	136501	139750	2	gain	2.36923122527287e-06	8.4162169635027e-05
AND1702-9.d	ref.genome.fa	ref_chrXIV	196251	201500	2	gain	8.67940631176943e-14	2.88657986402541e-14
AND1702-9.d	ref.genome.fa	ref_chrXIV	255001	257750	2	gain	4.51867587456812e-06	9.70446224968224e-06
AND1702-9.d	ref.genome.fa	ref_chrXIV	348001	351500	2	gain	2.1851505399271e-09	9.39843758374082e-11
AND1702-9.d	ref.genome.fa	ref_chrXIV	412001	418250	2	gain	5.52819920520193e-14	1.60982338570648e-14
AND1702-9.d	ref.genome.fa	ref_chrXIV	445001	448750	2	gain	3.78414171053542e-09	2.31475338896558e-09
AND1702-9.d	ref.genome.fa	ref_chrXIV	661251	664500	2	gain	5.26399709088193e-10	1.47281076223749e-11
AND1702-9.d	ref.genome.fa	ref_chrXV	1	1250	3	gain	0.000556271416533349	0.000716896857547722
AND1702-9.d	ref.genome.fa	ref_chrXV	29251	31250	3	gain	1.06368952530976e-06	2.66859705333466e-07
AND1702-9.d	ref.genome.fa	ref_chrXV	106501	112750	2	gain	1.90958043395981e-17	0
AND1702-9.d	ref.genome.fa	ref_chrXV	159501	164000	2	gain	7.63195898944829e-12	8.53761505936745e-14
AND1702-9.d	ref.genome.fa	ref_chrXV	344501	346750	2	gain	1.47830339059238e-06	6.02499341750828e-07
AND1702-9.d	ref.genome.fa	ref_chrXV	459251	463500	2	gain	6.75626110283079e-12	1.97497573850569e-12
AND1702-9.d	ref.genome.fa	ref_chrXV	477501	481750	3	gain	2.13423750363497e-12	4.6296300126869e-13
AND1702-9.d	ref.genome.fa	ref_chrXV	664001	664750	3	gain	0.0028319548404739	0.0053227473200036
AND1702-9.d	ref.genome.fa	ref_chrXV	941001	944750	2	gain	3.57546876834925e-08	2.24474461241186e-08
AND1702-9.d	ref.genome.fa	ref_chrXV	965501	970000	2	gain	7.35179014008507e-12	7.45170591898159e-12
AND1702-9.d	ref.genome.fa	ref_chrXV	985501	991750	2	gain	8.85195828061978e-18	0
AND1702-9.d	ref.genome.fa	ref_chrXVI	22751	25750	2	gain	3.09406681221195e-09	1.39537159604686e-10
AND1702-9.d	ref.genome.fa	ref_chrXVI	401251	407000	2	gain	1.23584395786012e-13	3.13304937549219e-13
AND1702-9.d	ref.genome.fa	ref_chrXVI	642001	648250	2	gain	2.54455070453612e-17	0
AND1702-9.d	ref.genome.fa	ref_chrXVI	827001	834750	2	gain	7.21172535545392e-18	0
AND1702-9.d	ref.genome.fa	ref_chrXVI	917251	926750	2	gain	4.62036193950011e-24	0
AND1702-9.d	ref.genome.fa	ref_chrXVI	926751	940000	0	loss	2.9938243977774e-29	0
AND1702-10.a	ref.genome.fa	ref_chrI	13251	23750	0	loss	2.06753301457723e-11	1.98951966012828e-13
AND1702-10.a	ref.genome.fa	ref_chrI	198501	230000	0	loss	3.99396145211878e-16	0
AND1702-10.a	ref.genome.fa	ref_chrII	137501	137750	3	gain	0.0840839966514711	0.271445789157113
AND1702-10.a	ref.genome.fa	ref_chrII	801501	808000	3	gain	4.74915234178304e-10	1.20345955423318e-11
AND1702-10.a	ref.genome.fa	ref_chrIII	56751	57500	0	loss	0.0037367292295957	0.00838164676556008
AND1702-10.a	ref.genome.fa	ref_chrIII	306251	307000	5	gain	0.0144065933083132	0.0367891193377944
AND1702-10.a	ref.genome.fa	ref_chrIII	308251	315750	0	loss	5.16117698106005e-18	0
AND1702-10.a	ref.genome.fa	ref_chrIV	92501	92750	3	gain	0.0838611191981194	0.271084161361846
AND1702-10.a	ref.genome.fa	ref_chrIV	524501	525250	0	loss	0.00275903591549635	0.00503207827226948
AND1702-10.a	ref.genome.fa	ref_chrIV	1156001	1159500	0	loss	9.51846700852726e-11	1.45961021047469e-12
AND1702-10.a	ref.genome.fa	ref_chrIV	1474501	1475000	0	loss	0.0150025021792042	0.0386088965123038
AND1702-10.a	ref.genome.fa	ref_chrV	6251	10250	0	loss	1.53316911531448e-11	1.55297996684567e-12
AND1702-10.a	ref.genome.fa	ref_chrV	115751	117000	0	loss	0.000109506650869209	9.29209518569785e-05
AND1702-10.a	ref.genome.fa	ref_chrVII	89251	90000	0	loss	0.00275538747783833	0.00509329689629423
AND1702-10.a	ref.genome.fa	ref_chrVII	402501	405250	0	loss	0.000539546689671927	0.00068062249759937
AND1702-10.a	ref.genome.fa	ref_chrVII	1064251	1068500	2	gain	1.14988309246091e-12	5.44009282066327e-15
AND1702-10.a	ref.genome.fa	ref_chrVII	1069001	1076000	0	loss	5.51317826775662e-20	0
AND1702-10.a	ref.genome.fa	ref_chrVII	1082751	1084000	0	loss	0.000127891869006545	0.000134792800545847
AND1702-10.a	ref.genome.fa	ref_chrVIII	133001	134000	0	loss	0.00055492930258678	0.000722803603759981
AND1702-10.a	ref.genome.fa	ref_chrVIII	193251	194750	0	loss	0.000551740976318589	0.000708731842821941
AND1702-10.a	ref.genome.fa	ref_chrIX	37251	39000	2	gain	4.95666160025328e-06	1.79250179588308e-06
AND1702-10.a	ref.genome.fa	ref_chrX	22751	24250	0	loss	2.88871611323549e-05	2.08926763484163e-05
AND1702-10.a	ref.genome.fa	ref_chrX	24251	26000	2	gain	5.03569752121271e-06	1.87629952130841e-06
AND1702-10.a	ref.genome.fa	ref_chrX	27251	28500	2	gain	0.000113312606550777	9.49402021718226e-05
AND1702-10.a	ref.genome.fa	ref_chrXI	15751	16250	0	loss	0.0143890322488257	0.036874987687171
AND1702-10.a	ref.genome.fa	ref_chrXI	620001	623000	2	gain	5.96821929578401e-09	7.43073824693852e-10
AND1702-10.a	ref.genome.fa	ref_chrXII	459751	460500	43	gain	0.00270118720944976	0.0049595063659974
AND1702-10.a	ref.genome.fa	ref_chrXII	732001	735000	0	loss	2.07556899936471e-09	8.14079914590593e-11
AND1702-10.a	ref.genome.fa	ref_chrXII	1062001	1065000	0	loss	3.44289435674387e-05	3.27062565222969e-05
AND1702-10.a	ref.genome.fa	ref_chrXIII	183501	184000	0	loss	0.0146722865832572	0.0376086109065885
AND1702-10.a	ref.genome.fa	ref_chrXIV	752751	753250	2	gain	0.0146343860048408	0.0371469526612673
AND1702-10.a	ref.genome.fa	ref_chrXIV	783501	784250	0	loss	0.00277856887903994	0.00509877144501947
AND1702-10.a	ref.genome.fa	ref_chrXV	29501	31250	2	gain	0.000159247888689138	0.00183632557027802
AND1702-10.a	ref.genome.fa	ref_chrXV	436751	437000	3	gain	0.0838750350123747	0.271084161361846
AND1702-10.a	ref.genome.fa	ref_chrXVI	120001	120250	4	gain	0.083652606203353	0.27069881235247
AND1702-10.a	ref.genome.fa	ref_chrXVI	192751	193000	2	gain	0.0842514691901242	0.27173534443938
AND1702-10.a	ref.genome.fa	ref_chrXVI	925001	926750	2	gain	4.99777874872205e-06	1.80150602258067e-06
AND1702-10.b	ref.genome.fa	ref_chrI	1	13000	2	gain	2.87625850815217e-28	0
AND1702-10.b	ref.genome.fa	ref_chrI	198751	202750	0	loss	4.63906451676549e-12	3.1863400806742e-14
AND1702-10.b	ref.genome.fa	ref_chrI	202751	230000	0	loss	4.34001863908007e-05	6.71057395207342e-08
AND1702-10.b	ref.genome.fa	ref_chrII	137501	137750	2	gain	0.0837926639793905	0.270941476702232
AND1702-10.b	ref.genome.fa	ref_chrII	469501	472250	0	loss	9.60795451620416e-09	6.11278694329087e-10
AND1702-10.b	ref.genome.fa	ref_chrIII	84501	92500	0	loss	4.76091499908287e-06	1.72755828808935e-06
AND1702-10.b	ref.genome.fa	ref_chrIII	148501	151500	0	loss	2.05750062400364e-09	7.97708565869470e-11
AND1702-10.b	ref.genome.fa	ref_chrIII	306251	314500	2	gain	5.43378485710444e-18	0
AND1702-10.b	ref.genome.fa	ref_chrIV	17751	18500	0	loss	0.0146618740222993	0.0374290305134647
AND1702-10.b	ref.genome.fa	ref_chrIV	127501	129000	0	loss	2.26031365938113e-05	1.25766728888976e-05
AND1702-10.b	ref.genome.fa	ref_chrIV	383501	384500	0	loss	0.000960838998393526	0.00268304969529876
AND1702-10.b	ref.genome.fa	ref_chrIV	461501	462500	0	loss	0.000560368249982071	0.000712377151362631
AND1702-10.b	ref.genome.fa	ref_chrV	21251	22000	3	gain	0.0144266231614956	0.036842377901754
AND1702-10.b	ref.genome.fa	ref_chrV	117001	118000	2	gain	0.000554817551795905	0.000691980800307745
AND1702-10.b	ref.genome.fa	ref_chrV	566751	570250	0	loss	2.29115219126839e-09	1.55206403285035e-10
AND1702-10.b	ref.genome.fa	ref_chrVI	4751	6250	0	loss	0.000567236294579634	0.000753524706693209
AND1702-10.b	ref.genome.fa	ref_chrVI	68751	69000	3	gain	0.0836534133575427	0.270700181378494
AND1702-10.b	ref.genome.fa	ref_chrVII	751	2250	0	loss	2.25967390820892e-05	1.25766728888976e-05
AND1702-10.b	ref.genome.fa	ref_chrVIII	94001	95000	0	loss	0.000546232221044495	0.000685550735061158
AND1702-10.b	ref.genome.fa	ref_chrVIII	556001	557000	0	loss	0.0311961201228005	0.139946568797996
AND1702-10.b	ref.genome.fa	ref_chrIX	19501	26000	0	loss	7.57010857105771e-05	0.000117393492814921
AND1702-10.b	ref.genome.fa	ref_chrIX	434251	438000	0	loss	1.50128755857399e-09	6.17911832812013e-10
AND1702-10.b	ref.genome.fa	ref_chrIX	438001	439750	0	loss	0.00476132384290596	0.00120744909199677
AND1702-10.b	ref.genome.fa	ref_chrX	24251	26000	2	gain	4.87257681234473e-06	1.77820776092741e-06
AND1702-10.b	ref.genome.fa	ref_chrX	27001	28500	2	gain	2.32089793869382e-05	1.30317413276071e-05
AND1702-10.b	ref.genome.fa	ref_chrX	99501	99750	6	gain	0.0833754742958212	0.270218061066423
AND1702-10.b	ref.genome.fa	ref_chrX	709251	710500	2	gain	0.000124029653481726	0.000110232789268694
AND1702-10.b	ref.genome.fa	ref_chrX	726751	728250	0	loss	3.35614922367801e-05	5.36921226795828e-05
AND1702-10.b	ref.genome.fa	ref_chrXI	15751	16250	0	loss	0.0143892056174052	0.0368754936295342
AND1702-10.b	ref.genome.fa	ref_chrXI	42251	42500	3	gain	0.0837369412258876	0.270844939757125
AND1702-10.b	ref.genome.fa	ref_chrXI	665251	666750	0	loss	0.000541124950690057	0.000681132005647345
AND1702-10.b	ref.genome.fa	ref_chrXII	459751	460500	43	gain	0.00270119034892545	0.00495951050710008
AND1702-10.b	ref.genome.fa	ref_chrXIII	183251	183500	4	gain	0.0834171174081959	0.270290339139586
AND1702-10.b	ref.genome.fa	ref_chrXIII	183501	184000	0	loss	0.0146596389653099	0.0375702283103627
AND1702-10.b	ref.genome.fa	ref_chrXIII	923001	924250	0	loss	0.000110232352364006	9.24674583425711e-05
AND1702-10.b	ref.genome.fa	ref_chrXIV	752751	753500	2	gain	0.00508242916731423	0.014464163579713
AND1702-10.b	ref.genome.fa	ref_chrXIV	783501	784250	0	loss	0.00274779982391959	0.00501328617299746
AND1702-10.b	ref.genome.fa	ref_chrXV	1	14750	0	loss	1.00369330088676e-33	0
AND1702-10.b	ref.genome.fa	ref_chrXV	29251	39000	2	gain	7.95748956253068e-22	0
AND1702-10.b	ref.genome.fa	ref_chrXV	326251	326750	0	loss	0.0145438292051708	0.0372214436205415
AND1702-10.b	ref.genome.fa	ref_chrXV	353751	355250	0	loss	3.55289994634679e-05	3.93020415108136e-05
AND1702-10.b	ref.genome.fa	ref_chrXVI	22751	25750	2	gain	2.13042266754642e-09	8.13330514048971e-11
AND1702-10.b	ref.genome.fa	ref_chrXVI	120001	120250	2	gain	0.0839181499477845	0.271158776562606
AND1702-10.b	ref.genome.fa	ref_chrXVI	925001	926500	2	gain	2.31401811122445e-05	1.28922016535693e-05
AND1702-10.c	ref.genome.fa	ref_chrI	1	500	3	gain	0.0144994502587494	0.0369815440532747
AND1702-10.c	ref.genome.fa	ref_chrI	201501	207750	2	gain	6.72903716114543e-07	3.28151552819733e-07
AND1702-10.c	ref.genome.fa	ref_chrII	694501	695000	33	gain	0.0143957787135758	0.0368555603473636
AND1702-10.c	ref.genome.fa	ref_chrIII	148501	151500	0	loss	2.07475499606819e-09	8.12439004960197e-11
AND1702-10.c	ref.genome.fa	ref_chrIII	308251	314500	4	gain	1.09376804052308e-16	0
AND1702-10.c	ref.genome.fa	ref_chrIV	17751	18500	0	loss	0.0153086366974069	0.0393355476616228
AND1702-10.c	ref.genome.fa	ref_chrIV	127501	129000	0	loss	2.2689510610028e-05	1.26649828288139e-05
AND1702-10.c	ref.genome.fa	ref_chrIV	461501	462500	0	loss	0.000570873834402425	0.00074840724892189
AND1702-10.c	ref.genome.fa	ref_chrV	117001	118000	2	gain	0.000602661198881647	0.000770899693950833
AND1702-10.c	ref.genome.fa	ref_chrV	567001	570250	0	loss	9.67730201817709e-09	5.95190008390034e-10
AND1702-10.c	ref.genome.fa	ref_chrVII	751	2000	3	gain	0.000113137796054024	9.78416163762708e-05
AND1702-10.c	ref.genome.fa	ref_chrVII	2001	2500	0	loss	0.0438059353630627	0.132748999806959
AND1702-10.c	ref.genome.fa	ref_chrVII	89251	90000	0	loss	0.00277442128861032	0.00515417348300584
AND1702-10.c	ref.genome.fa	ref_chrVII	1068751	1076000	0	loss	1.3543754116257e-20	0
AND1702-10.c	ref.genome.fa	ref_chrVIII	133001	134250	0	loss	0.000127011610727685	0.00013388117009272
AND1702-10.c	ref.genome.fa	ref_chrVIII	193251	194750	0	loss	0.0005491944468509	0.000693217708077176
AND1702-10.c	ref.genome.fa	ref_chrIX	19501	26000	0	loss	4.68257156881061e-08	4.46526771114009e-09
AND1702-10.c	ref.genome.fa	ref_chrIX	37251	39250	4	gain	1.00417012089182e-06	2.38043245448516e-07
AND1702-10.c	ref.genome.fa	ref_chrIX	105251	105500	2	gain	0.0842392651286854	0.27171422224305
AND1702-10.c	ref.genome.fa	ref_chrIX	105501	105750	0	loss	0.0850679984999057	0.273143631367277
AND1702-10.c	ref.genome.fa	ref_chrIX	105751	106000	6	gain	0.0835142844353625	0.270458929075217
AND1702-10.c	ref.genome.fa	ref_chrIX	434251	439750	0	loss	1.63945623109773e-12	8.62643290133747e-14
AND1702-10.c	ref.genome.fa	ref_chrXI	15751	16250	0	loss	0.0143957787082508	0.0368953040560819
AND1702-10.c	ref.genome.fa	ref_chrXI	665251	666750	0	loss	0.000545243006427648	0.000686532061730527
AND1702-10.c	ref.genome.fa	ref_chrXII	459751	460500	39	gain	0.00271077117863203	0.0049702197181738
AND1702-10.c	ref.genome.fa	ref_chrXII	732001	735000	0	loss	2.10391327212183e-09	8.61055671208533e-11
AND1702-10.c	ref.genome.fa	ref_chrXIII	165251	165500	6	gain	0.0835142844353625	0.270458929075217
AND1702-10.c	ref.genome.fa	ref_chrXIII	183501	184000	0	loss	0.0147166151398312	0.0377318663662091
AND1702-10.c	ref.genome.fa	ref_chrXIII	923251	924250	0	loss	0.000559230380218215	0.000712110523251597
AND1702-10.c	ref.genome.fa	ref_chrXV	1	14750	0	loss	6.80460985866919e-33	0
AND1702-10.c	ref.genome.fa	ref_chrXV	29251	31500	4	gain	2.42763942197571e-07	6.48689268967217e-08
AND1702-10.c	ref.genome.fa	ref_chrXV	31501	32250	0	loss	0.252231070209766	0.14062529492052
AND1702-10.c	ref.genome.fa	ref_chrXV	32251	39000	2	gain	3.31644166192824e-19	0
